scientific name,sort v2021
Mirafra africana tropicalis,21682.0
Mirafra africana nigrescens/nyikae,21683.0
Mirafra africana nigrescens,21684.0
Mirafra africana nyikae,21685.0
Mirafra africana malbranti,21686.0
Mirafra ashi,21687.0
Mirafra somalica,21688.0
Mirafra somalica somalica,21689.0
Mirafra somalica rochei,21690.0
Mirafra angolensis,21691.0
Mirafra angolensis angolensis,21692.0
Mirafra angolensis antonii,21693.0
Mirafra angolensis marungensis,21694.0
Mirafra rufocinnamomea,21695.0
Mirafra rufocinnamomea buckleyi,21696.0
Mirafra rufocinnamomea serlei,21697.0
Mirafra rufocinnamomea tigrina,21698.0
Mirafra rufocinnamomea furensis,21699.0
Mirafra rufocinnamomea sobatensis,21700.0
Mirafra rufocinnamomea torrida,21701.0
Mirafra rufocinnamomea rufocinnamomea,21702.0
Mirafra rufocinnamomea omoensis,21703.0
Mirafra rufocinnamomea kawirondensis,21704.0
Mirafra rufocinnamomea fischeri,21705.0
Mirafra rufocinnamomea schoutedeni,21706.0
Mirafra rufocinnamomea lwenarum,21707.0
Mirafra rufocinnamomea smithersi,21708.0
Mirafra rufocinnamomea mababiensis,21709.0
Mirafra rufocinnamomea pintoi,21710.0
Mirafra cordofanica,21711.0
Mirafra williamsi,21712.0
Mirafra pulpa,21713.0
Mirafra passerina,21714.0
Mirafra albicauda,21715.0
Mirafra cheniana,21716.0
Mirafra javanica,
Mirafra javanica [cantillans Group],21734.0
Mirafra javanica marginata,21735.0
Mirafra javanica chadensis,21736.0
Mirafra javanica simplex,21737.0
Mirafra javanica cantillans,21738.0
Mirafra javanica [javanica Group],21717.0
Mirafra javanica williamsoni,21718.0
Mirafra javanica philippinensis,21719.0
Mirafra javanica mindanensis,21720.0
Mirafra javanica javanica,21721.0
Mirafra javanica parva,21722.0
Mirafra javanica timorensis,21723.0
Mirafra javanica aliena,21724.0
Mirafra javanica woodwardi,21725.0
Mirafra javanica halli,21726.0
Mirafra javanica forresti,21727.0
Mirafra javanica melvillensis,21728.0
Mirafra javanica soderbergi,21729.0
Mirafra javanica rufescens,21730.0
Mirafra javanica athertonensis,21731.0
Mirafra javanica horsfieldii,21732.0
Mirafra javanica secunda,21733.0
Mirafra microptera,21739.0
Mirafra assamica,21740.0
Mirafra erythrocephala,21741.0
Mirafra affinis,21742.0
Mirafra erythroptera,21743.0
Mirafra rufa,21746.0
Mirafra rufa nigriticola,21747.0
Mirafra rufa rufa,21748.0
Mirafra rufa lynesi,21749.0
Mirafra gilletti,21750.0
Mirafra gilletti gilletti,21751.0
Mirafra gilletti arorihensis,21752.0
Eremophila alpestris,21754.0
Eremophila alpestris atlas,21755.0
Eremophila alpestris [penicillata Group],21756.0
Eremophila alpestris balcanica,21757.0
Eremophila alpestris kumerloevei,21758.0
Eremophila alpestris bicornis,21759.0
Eremophila alpestris penicillata,21760.0
Eremophila alpestris albigula,21761.0
Eremophila alpestris [longirostris Group],21762.0
Eremophila alpestris longirostris,21763.0
Eremophila alpestris teleschowi,21764.0
Eremophila alpestris khamensis,21765.0
Eremophila alpestris przewalskii,21766.0
Eremophila alpestris nigrifrons,21767.0
Eremophila alpestris argalea,21768.0
Eremophila alpestris elwesi,21769.0
Eremophila alpestris brandti,21770.0
Eremophila alpestris flava,21771.0
Eremophila alpestris [alpestris Group],21772.0
Eremophila alpestris hoyti,21773.0
Eremophila alpestris alpestris,21774.0
Eremophila alpestris praticola,21775.0
Eremophila alpestris giraudi,21776.0
Eremophila alpestris [occidentalis Group],21777.0
Eremophila alpestris arcticola,21778.0
Eremophila alpestris alpina,21779.0
Eremophila alpestris leucolaema,21780.0
Eremophila alpestris enthymia,21781.0
Eremophila alpestris merrilli,21782.0
Eremophila alpestris lamprochroma,21783.0
Eremophila alpestris utahensis,21784.0
Eremophila alpestris ammophila,21785.0
Eremophila alpestris leucansiptila,21786.0
Eremophila alpestris occidentalis,21787.0
Eremophila alpestris [strigata Group],21788.0
Eremophila alpestris strigata,21789.0
Eremophila alpestris sierrae,21790.0
Eremophila alpestris rubea,21791.0
Eremophila alpestris actia,21792.0
Eremophila alpestris insularis,21793.0
Eremophila alpestris adusta,21794.0
Eremophila alpestris enertera,21795.0
Eremophila alpestris [chrysolaema Group],21796.0
Eremophila alpestris aphrasta,21797.0
Eremophila alpestris lactea,21798.0
Eremophila alpestris diaphora,21799.0
Eremophila alpestris chrysolaema,21800.0
Eremophila alpestris oaxacae,21801.0
Eremophila alpestris peregrina,21802.0
Eremophila bilopha,21803.0
Calandrella blanfordi,21805.0
Calandrella blanfordi blanfordi,21806.0
Calandrella blanfordi erlangeri,21807.0
Calandrella eremica,21808.0
Calandrella eremica eremica,21809.0
Calandrella eremica daaroodensis,21810.0
Calandrella cinerea,21811.0
Calandrella cinerea rufipecta,21812.0
Calandrella cinerea saturatior,21813.0
Calandrella cinerea williamsi,21814.0
Calandrella cinerea spleniata,21815.0
Calandrella cinerea fulvida,21816.0
Calandrella cinerea alluvia,21817.0
Calandrella cinerea millardi,21818.0
Calandrella cinerea cinerea,21819.0
Calandrella cinerea niveni,21820.0
Calandrella brachydactyla,21821.0
Calandrella brachydactyla brachydactyla,21822.0
Calandrella brachydactyla hungarica,21823.0
Calandrella brachydactyla rubiginosa,21824.0
Calandrella brachydactyla woltersi,21825.0
Calandrella brachydactyla hermonensis,21826.0
Calandrella brachydactyla artemisiana,21827.0
Calandrella brachydactyla longipennis,21828.0
Calandrella dukhunensis,21829.0
Calandrella acutirostris,21831.0
Calandrella acutirostris acutirostris,21832.0
Calandrella acutirostris tibetana,21833.0
Melanocorypha bimaculata,21837.0
Melanocorypha calandra,21838.0
Melanocorypha calandra calandra,21839.0
Melanocorypha calandra hebraica,21840.0
Melanocorypha calandra gaza,21841.0
Melanocorypha calandra psammochroa,21842.0
Melanocorypha maxima,21844.0
Melanocorypha yeltoniensis,21845.0
Melanocorypha mongolica,21846.0
Chersophilus duponti,21847.0
Chersophilus duponti duponti,21848.0
Chersophilus duponti margaritae,21849.0
Eremalauda dunni,21850.0
Eremalauda eremodites,21851.0
Alaudala somalica,21853.0
Alaudala somalica [somalica Group],21854.0
Alaudala somalica megaensis,21855.0
Alaudala somalica somalica,21856.0
Alaudala somalica perconfusa,21857.0
Alaudala somalica athensis,21858.0
Alaudala cheleensis,21859.0
Alaudala cheleensis leucophaea,21860.0
Alaudala cheleensis kukunoorensis,21861.0
Alaudala cheleensis tuvinica,21862.0
Alaudala cheleensis cheleensis,21863.0
Alaudala rufescens,21864.0
Alaudala rufescens rufescens,21865.0
Alaudala rufescens apetzii,21866.0
Alaudala rufescens minor,21867.0
Alaudala heinei,21868.0
Alaudala heinei heinei,21869.0
Alaudala heinei aharonii,21870.0
Alaudala heinei persica,21871.0
Alaudala raytal,21874.0
Alaudala raytal raytal,21875.0
Alaudala raytal krishnakumarsinhji,21876.0
Alaudala raytal adamsi,21877.0
Lullula arborea,21881.0
Lullula arborea arborea,21882.0
Lullula arborea pallida,21883.0
Spizocorys starki,21884.0
Spizocorys sclateri,21885.0
Spizocorys fremantlii,21886.0
Spizocorys fremantlii fremantlii,21887.0
Spizocorys fremantlii megaensis,21888.0
Spizocorys fremantlii delamerei,21889.0
Spizocorys conirostris,21890.0
Spizocorys conirostris damarensis,21891.0
Spizocorys conirostris barlowi,21892.0
Spizocorys conirostris harti,21893.0
Spizocorys conirostris makawai,21894.0
Spizocorys conirostris crypta,21895.0
Spizocorys conirostris conirostris,21896.0
Spizocorys fringillaris,21897.0
Spizocorys obbiensis,21898.0
Spizocorys personata,21899.0
Spizocorys personata personata,21900.0
Spizocorys personata yavelloensis,21901.0
Spizocorys personata mcchesneyi,21902.0
Spizocorys personata intensa,21903.0
Alauda leucoptera,21904.0
Alauda arvensis,21905.0
Alauda arvensis [arvensis Group],21906.0
Alauda arvensis arvensis,21907.0
Alauda arvensis scotica,21908.0
Alauda arvensis guillelmi,21909.0
Alauda arvensis sierrae,21910.0
Alauda arvensis harterti,21911.0
Alauda arvensis cantarella,21912.0
Alauda arvensis armenica,21913.0
Alauda arvensis [pekinensis Group],21914.0
Alauda arvensis dulcivox,21915.0
Alauda arvensis kiborti,21916.0
Alauda arvensis pekinensis,21917.0
Alauda arvensis lonnbergi,21918.0
Alauda arvensis japonica/intermedia,21919.0
Alauda arvensis intermedia,21920.0
Alauda arvensis japonica,21921.0
Alauda gulgula,21922.0
Alauda gulgula inconspicua,21923.0
Alauda gulgula lhamarum,21924.0
Alauda gulgula weigoldi,21925.0
Alauda gulgula inopinata,21926.0
Alauda gulgula vernayi,21927.0
Alauda gulgula gulgula,21928.0
Alauda gulgula coelivox,21929.0
Alauda gulgula wattersi,21930.0
Alauda razae,21932.0
Galerida modesta,21933.0
Galerida modesta nigrita,21934.0
Galerida modesta modesta,21935.0
Galerida modesta struempelli,21936.0
Galerida modesta bucolica,21937.0
Galerida magnirostris,21938.0
Galerida magnirostris sedentaria,21939.0
Galerida magnirostris magnirostris,21940.0
Galerida magnirostris harei,21941.0
Galerida theklae,21942.0
Galerida theklae theklae,21943.0
Galerida theklae erlangeri,21944.0
Galerida theklae ruficolor,21945.0
Galerida theklae theresae,21946.0
Galerida theklae superflua,21947.0
Galerida theklae carolinae,21948.0
Galerida theklae praetermissa,21949.0
Galerida theklae huei,21950.0
Galerida theklae huriensis,21951.0
Galerida theklae ellioti,21952.0
Galerida theklae harrarensis,21953.0
Galerida theklae mallablensis,21954.0
Galerida cristata,21996.0
Galerida cristata [cristata Group],21955.0
Galerida cristata cristata,21956.0
Galerida cristata pallida,21957.0
Galerida cristata neumanni,21958.0
Galerida cristata apuliae,21959.0
Galerida cristata tenuirostris,21960.0
Galerida cristata meridionalis,21961.0
Galerida cristata caucasica,21962.0
Galerida cristata subtaurica,21963.0
Galerida cristata cypriaca,21964.0
Galerida cristata zion,21965.0
Galerida cristata cinnamomina,21966.0
Galerida cristata magna,21967.0
Galerida cristata leautungensis,21968.0
Galerida cristata coreensis,21969.0
Galerida cristata iwanowi,21970.0
Galerida cristata lynesi,21971.0
Galerida cristata kleinschmidti,21972.0
Galerida cristata riggenbachi,21973.0
Galerida cristata carthaginis,21974.0
Galerida cristata balsaci,21975.0
Galerida cristata arenicola,21976.0
Galerida cristata helenae,21977.0
Galerida cristata festae,21978.0
Galerida cristata brachyura,21979.0
Galerida cristata nigricans,21980.0
Galerida cristata maculata,21981.0
Galerida cristata halfae,21982.0
Galerida cristata senegallensis,21983.0
Galerida cristata jordansi,21984.0
Galerida cristata alexanderi,21985.0
Galerida cristata isabellina,21986.0
Galerida cristata altirostris,21987.0
Galerida cristata somaliensis,21988.0
Galerida cristata tardinata,21989.0
Galerida cristata chendoola,21990.0
Galerida cristata macrorhyncha/randonii,21992.0
Galerida cristata randonii,21993.0
Galerida cristata macrorhyncha,21994.0
Galerida malabarica,21997.0
Galerida deva,21999.0
Panurus biarmicus,22002.0
Panurus biarmicus biarmicus,22003.0
Panurus biarmicus russicus,22004.0
Panurus biarmicus kosswigi,22005.0
Nicator chloris,22006.0
Nicator gularis,22007.0
Nicator vireo,22008.0
Sylvietta virens,22010.0
Sylvietta virens flaviventris,22011.0
Sylvietta virens virens,22012.0
Sylvietta virens tando,22013.0
Sylvietta virens baraka,22014.0
Sylvietta denti,22015.0
Sylvietta denti hardyi,22016.0
Sylvietta denti denti,22017.0
Sylvietta leucophrys,22018.0
Sylvietta leucophrys leucophrys/chloronota,22019.0
Sylvietta leucophrys leucophrys,22020.0
Sylvietta leucophrys chloronota,22021.0
Sylvietta leucophrys chapini,22022.0
Sylvietta brachyura,22023.0
Sylvietta brachyura brachyura/carnapi,22024.0
Sylvietta brachyura brachyura,22025.0
Sylvietta brachyura carnapi,22026.0
Sylvietta brachyura leucopsis,22027.0
Sylvietta philippae,22028.0
Sylvietta ruficapilla,22029.0
Sylvietta ruficapilla rufigenis,22030.0
Sylvietta ruficapilla schoutedeni,22031.0
Sylvietta ruficapilla gephyra,22032.0
Sylvietta ruficapilla chubbi,22033.0
Sylvietta ruficapilla makayii,22034.0
Sylvietta ruficapilla ruficapilla,22035.0
Sylvietta whytii,22036.0
Sylvietta whytii loringi,22037.0
Sylvietta whytii jacksoni,22038.0
Sylvietta whytii minima,22039.0
Sylvietta whytii whytii,22040.0
Sylvietta isabellina,22041.0
Sylvietta rufescens,22042.0
Sylvietta rufescens adelphe,22043.0
Sylvietta rufescens ansorgei,22044.0
Sylvietta rufescens flecki,22045.0
Sylvietta rufescens pallida,22046.0
Sylvietta rufescens rufescens,22047.0
Sylvietta rufescens diverga,22048.0
Sylvietta rufescens resurga,22049.0
Achaetops pycnopygius,22051.0
Achaetops pycnopygius pycnopygius,22052.0
Achaetops pycnopygius spadix,22053.0
Melocichla mentalis,22054.0
Melocichla mentalis mentalis,22055.0
Melocichla mentalis amauroura,22056.0
Melocichla mentalis orientalis,22057.0
Melocichla mentalis incana,22058.0
Melocichla mentalis luangwae,22059.0
Sphenoeacus afer,22060.0
Sphenoeacus afer excisus,22061.0
Sphenoeacus afer natalensis,22062.0
Sphenoeacus afer intermedius,22063.0
Sphenoeacus afer afer,22064.0
Cryptillas victorini,22065.0
Macrosphenus kempi,22066.0
Macrosphenus kempi kempi,22067.0
Macrosphenus kempi flammeus,22068.0
Macrosphenus flavicans,22069.0
Macrosphenus flavicans flavicans,22070.0
Macrosphenus flavicans hypochondriacus,22071.0
Macrosphenus concolor,22072.0
Macrosphenus pulitzeri,22073.0
Macrosphenus kretschmeri,22074.0
Macrosphenus kretschmeri kretschmeri,22075.0
Macrosphenus kretschmeri griseiceps,22076.0
Graueria vittata,22078.0
Hylia prasina,22079.0
Hylia prasina prasina,22080.0
Hylia prasina poensis,22081.0
Pholidornis rushiae,22082.0
Pholidornis rushiae ussheri,22083.0
Pholidornis rushiae rushiae,22084.0
Pholidornis rushiae bedfordi,22085.0
Pholidornis rushiae denti,22086.0
Neomixis tenella,22087.0
Neomixis tenella tenella,22088.0
Neomixis tenella decaryi,22089.0
Neomixis tenella orientalis,22090.0
Neomixis tenella debilis,22091.0
Neomixis viridis,22092.0
Neomixis viridis delacouri,22093.0
Neomixis viridis viridis,22094.0
Neomixis striatigula,22095.0
Neomixis striatigula striatigula/sclateri,22096.0
Neomixis striatigula sclateri,22097.0
Neomixis striatigula striatigula,22098.0
Neomixis striatigula pallidior,22099.0
Micromacronus leytensis,22101.0
Micromacronus sordidus,22102.0
Eremomela salvadorii,22103.0
Eremomela flavicrissalis,22104.0
Eremomela icteropygialis,22105.0
Eremomela icteropygialis alexanderi,22106.0
Eremomela icteropygialis griseoflava,22107.0
Eremomela icteropygialis abdominalis,22108.0
Eremomela icteropygialis polioxantha,22109.0
Eremomela icteropygialis puellula,22110.0
Eremomela icteropygialis icteropygialis,22111.0
Eremomela icteropygialis helenorae,22112.0
Eremomela icteropygialis perimacha,22113.0
Eremomela icteropygialis saturatior,22114.0
Eremomela pusilla,22115.0
Eremomela canescens,22116.0
Eremomela canescens canescens,22117.0
Eremomela canescens elegans,22118.0
Eremomela canescens abyssinica,22119.0
Eremomela canescens elgonensis,22120.0
Eremomela scotops,22121.0
Eremomela scotops pulchra,22122.0
Eremomela scotops congensis,22123.0
Eremomela scotops citriniceps,22124.0
Eremomela scotops kikuyuensis,22125.0
Eremomela scotops scotops,22126.0
Eremomela gregalis,22127.0
Eremomela gregalis damarensis,22128.0
Eremomela gregalis gregalis,22129.0
Eremomela badiceps,22130.0
Eremomela badiceps fantiensis,22131.0
Eremomela badiceps badiceps,22132.0
Eremomela badiceps latukae,22133.0
Eremomela turneri,22134.0
Eremomela turneri kalindei,22135.0
Eremomela turneri turneri,22136.0
Eremomela atricollis,22137.0
Eremomela usticollis,22138.0
Eremomela usticollis rensi,22139.0
Eremomela usticollis usticollis,22140.0
Drymocichla incana,22142.0
Schistolais leontica,22143.0
Schistolais leucopogon,22144.0
Schistolais leucopogon leucopogon,22145.0
Schistolais leucopogon reichenowi,22146.0
Oreophilais robertsi,22147.0
Phragmacia substriata,22148.0
Phragmacia substriata confinis,22149.0
Phragmacia substriata substriata,22150.0
Urolais epichlorus,22151.0
Urolais epichlorus epichlorus,22152.0
Urolais epichlorus mariae,22153.0
Oreolais pulcher,22154.0
Oreolais pulcher pulcher,22155.0
Oreolais pulcher murphyi,22156.0
Oreolais ruwenzorii,22157.0
Artisornis metopias,22158.0
Artisornis metopias metopias,22159.0
Artisornis metopias altus,22160.0
Artisornis moreaui,22161.0
Artisornis moreaui moreaui,22162.0
Artisornis moreaui sousae,22163.0
Poliolais lopezi,22164.0
Poliolais lopezi manengubae,22165.0
Poliolais lopezi alexanderi,22166.0
Poliolais lopezi lopezi,22167.0
Calamonastes undosus,22168.0
Calamonastes undosus cinereus,22169.0
Calamonastes undosus katangae,22170.0
Calamonastes undosus huilae,22171.0
Calamonastes undosus undosus,22172.0
Calamonastes stierlingi,22173.0
Calamonastes stierlingi stierlingi,22174.0
Calamonastes stierlingi olivascens,22175.0
Calamonastes stierlingi irwini,22176.0
Calamonastes stierlingi pintoi,22177.0
Calamonastes simplex,22180.0
Calamonastes fasciolatus,22181.0
Calamonastes fasciolatus pallidior,22182.0
Calamonastes fasciolatus fasciolatus,22183.0
Calamonastes fasciolatus europhilus,22184.0
Camaroptera brachyura,22185.0
Camaroptera brachyura [brevicaudata Group],22186.0
Camaroptera brachyura brevicaudata,22187.0
Camaroptera brachyura tincta,22188.0
Camaroptera brachyura abessinica,22189.0
Camaroptera brachyura insulata,22190.0
Camaroptera brachyura erlangeri,22191.0
Camaroptera brachyura aschani,22192.0
Camaroptera brachyura griseigula,22193.0
Camaroptera brachyura intercalata,22194.0
Camaroptera brachyura sharpei,22195.0
Camaroptera brachyura transitiva,22196.0
Camaroptera brachyura beirensis,22197.0
Camaroptera brachyura [brachyura Group],22198.0
Camaroptera brachyura pileata,22199.0
Camaroptera brachyura fugglescouchmani,22200.0
Camaroptera brachyura bororensis,22201.0
Camaroptera brachyura brachyura,22202.0
Camaroptera brachyura constans,22203.0
Camaroptera harterti,22204.0
Camaroptera superciliaris,22206.0
Camaroptera chloronota,22207.0
Camaroptera chloronota [chloronota Group],22208.0
Camaroptera chloronota kelsalli,22209.0
Camaroptera chloronota chloronota,22210.0
Camaroptera chloronota granti,22211.0
Camaroptera chloronota toroensis/kamitugaensis,22212.0
Camaroptera chloronota toroensis,22213.0
Camaroptera chloronota kamitugaensis,22214.0
Spiloptila clamans,22216.0
Phyllolais pulchella,22217.0
Apalis thoracica,22218.0
Apalis thoracica griseiceps,22219.0
Apalis thoracica pareensis,22220.0
Apalis thoracica uluguru,22221.0
